おふろのおもちゃ,3/367
がらがら,3/367
オルゴール,3/367
ベビージム,3/367
手押し車/カタカタ,3/367
知育玩具,3/367
その他,3/367
お宮参り用品,3/368
お食い初め用品,3/368
アルバム,3/368
手形/足形,3/368
その他,3/368
母子手帳用品,3/369
その他,3/369
キッチン/食器,4
ベッド/マットレス,4
ソファ/ソファベッド,4
椅子/チェア,4
机/テーブル,4
収納家具,4
ラグ/カーペット/マット,4
カーテン/ブラインド,4
ライト/証明,4
寝具,4
インテリア小物,4
季節/年中行事,4
その他,4
食器,4/489
調理器具,4/489
収納/キッチン雑貨,4/489
弁当用品,4/489
カトラリー（スプーン等）,4/489
テーブル用品,4/489
容器,4/489
エプロン,4/489
アルコールグッズ,4/489
浄水機,4/489
その他,4/489
セミシングルベッド,4/490
シングルベッド,4/490
セミダブルベッド,4/490
ダブルベッド,4/490
ワイドダブルベッド,4/490
クイーンベッド,4/490
キングベッド,4/490
脚付きマットレスベッド,4/490
マットレス,4/490
すのこベッド,4/490
ロフトベッド/システムベッド,4/490
簡易ベッド/折り畳みベッド,4/490
収納付き,4/490
その他,4/490
ソファセット,4/491
シングルソファ,4/491
ラブソファ,4/491
トリプルソファ,4/491
オットマン,4/491
コーナーソファ,4/491
ビーズソファ/クッションソファ,4/491
ローソファ/フロアソファ,4/491
ソファベッド,4/491
応接セット,4/491
ソファカバー,4/491
リクライニングソファ,4/491
その他,4/491
一般,4/492
スツール,4/492
ダイニングチェア,4/492
ハイバッグチェア,4/492
ロッキングチェア,4/492
座椅子,4/492
折り畳み椅子,4/492
デスクチェア,4/492
その他,4/492
カウンターテーブル,4/493
サイドテーブル,4/493
センターテーブル,4/493
ダイニングテーブル,4/493
座卓/ちゃぶ台,4/493
アウトドア用,4/493
パソコン用,4/493
事務机/学習机,4/493
その他,4/493
リビング収納,4/494
キッチン収納,4/494
玄関/屋外収納,4/494
バス/トイレ収納,4/494
本収納,4/494
本/CD/DVD収納,4/494
洋服ダンス/押入れ収納,4/494
電話代/ファックス台,4/494
ドレッサー/鏡台,4/494
棚/ラック,4/494
ケース/ボックス,4/494
その他,4/494
ラグ,4/495
カーペット,4/495
ホットカーペット,4/495
玄関/キッチンマット,4/495
トイレ/バスマット,4/495
その他,4/495
カーテン,4/496
ブラインド,4/496
ロールスクリーン,4/496
のれん,4/496
その他,4/496
蛍光灯/電球,4/497
天井照明,4/497
フロアスタンド,4/497
その他,4/497
布団/毛布,4/498
枕,4/498
シーツ/カバー,4/498
その他,4/498
ゴミ箱,4/499
ウェルカムボード,4/499
オルゴール,4/499
クッション,4/499
クッションカバー,4/499
スリッパラック,4/499
ティッシュボックス,4/499
バスケット/かご,4/499
フォトフレーム,4/499
マガジンラック,4/499
モビール,4/499
花瓶,4/499
灰皿,4/499
傘立て,4/499
小物入れ,4/499
置時計,4/499
掛時計/柱時計,4/499
鏡（立て掛け式）,4/499
鏡（壁掛け式）,4/499
置物,4/499
風鈴,4/499
植物/観葉植物,4/499
その他,4/499
正月,4/500
成人式,4/500
バレンタインデー,4/500
ひな祭り,4/500
子供の日,4/500
母の日,4/500
父の日,4/500
サマーギフト/お中元,4/500
夏/夏休み,4/500
ハロウィン,4/500
敬老の日,4/500
七五三,4/500
お歳暮,4/500
クリスマス,4/500
冬一般,4/500
その他,4/500
本,5
漫画,5
雑誌,5
CD,5
DVD/ブルーレイ,5
レコード,5
テレビゲーム,5
文学/小説,5/628
人文/社会,5/628
ノンフィクション/教養,5/628
地図/旅行ガイド,5/628
ビジネス/経済,5/628
健康/医学,5/628
コンピュータ/IT,5/628
趣味/スポーツ/実用,5/628
住まい/暮らし/子育て,5/628
アート/エンタメ,5/628
洋書,5/628
絵本,5/628
参考書,5/628
その他,5/628
全巻セット,5/629
少年漫画,5/629
少女漫画,5/629
青年漫画,5/629
女性漫画,5/629
同人誌,5/629
その他,5/629
アート/エンタメ/ホビー,5/630
ファッション,5/630
ニュース/総合,5/630
趣味/スポーツ,5/630
その他,5/630
邦楽,5/631
洋楽,5/631
アニメ,5/631
クラシック,5/631
K-POP/アジア,5/631
キッズ/ファミリー,5/631
その他,5/631
外国映画,5/632
日本映画,5/632
アニメ,5/632
TVドラマ,5/632
ミュージック,5/632
お笑い/バラエティ,5/632
スポーツ/フィットネス,5/632
キッズ/ファミリー,5/632
その他,5/632
邦楽,5/633
洋楽,5/633
その他,5/633
家庭用ゲーム本体,5/634
家庭用ゲームソフト,5/634
携帯用ゲーム本体,5/634
携帯用ゲームソフト,5/634
PCゲーム,5/634
その他,5/634
おもちゃ,6
タレントグッズ,6
コミック/アニメグッズ,6
トレーディングカード,6
フィギュア,6
楽器/機材,6
コレクション,6
ミリタリー,6
美術品,6
アート用品,6
その他,6
キャラクターグッズ,6/686
ぬいぐるみ,6/686
小物/アクセサリー,6/686
模型/プラモデル,6/686
ミニカー,6/686
トイラジコン,6/686
プラモデル,6/686
ホビーラジコン,6/686
鉄道模型,6/686
その他,6/686
アイドル,6/687
ミュージシャン,6/687
タレント/お笑い芸人,6/687
スポーツ選手,6/687
その他,6/687
ストラップ,6/688
キーホルダー,6/688
バッジ,6/688
カード,6/688
クリアファイル,6/688
ポスター,6/688
タオル,6/688
その他,6/688
遊戯王,6/689
マジック：ザ・ギャザリング,6/689
ポケモンカードゲーム,6/689
デュエルマスターズ,6/689
バトルスピリッツ,6/689
プリパラ,6/689
アイカツ,6/689
カードファイト！！ヴァンガード,6/689
プロ野球オーナーズリーグ,6/689
ベースボールヒーローズ,6/689
ドラゴンボール,6/689
スリーブ,6/689
その他,6/689
コミック/アニメ,6/690
特撮,6/690
ゲームキャラクター,6/690
SF/ファンタジー/ホラー,6/690
アメコミ,6/690
スポーツ,6/690
ミリタリー,6/690
その他,6/690
エレキギター,6/691
アコースティックギター,6/691
ベース,6/691
エフェクター,6/691
アンプ,6/691
弦楽器,6/691
管楽器,6/691
鍵盤楽器,6/691
打楽器,6/691
和楽器,6/691
楽譜/スコア,6/691
レコーディング/PA機器,6/691
DJ機器,6/691
DTM/DAW,6/691
その他,6/691
武具,6/692
使用済切手/官製はがき,6/692
旧紙幣/金貨/銀貨/記念硬貨,6/692
印刷物,6/692
ノベルティグッズ,6/692
その他,6/692
トイガン,6/693
個人装備,6/693
その他,6/693
陶芸,6/694
ガラス,6/694
漆芸,6/694
金属工芸,6/694
絵画/タペストリ,6/694
版画,6/694
彫刻/オブジェクト,6/694
書,6/694
写真,6/694
その他,6/694
画材,6/695
額縁,6/695
その他,6/695
トランプ/UNO,6/696
カルタ/百人一首,6/696
ダーツ,6/696
ビリヤード,6/696
麻雀,6/696
パズル/ジグソーパズル,6/696
囲碁/将棋,6/696
オセロ/チェス,6/696
人生ゲーム,6/696
野球/サッカーゲーム,6/696
スポーツ,6/696
三輪車/乗り物,6/696
模型制作用品,6/696
鉄道,6/696
航空機,6/696
アマチュア無線,6/696
パチンコ/パチスロ,6/696
その他,6/696
ベースメイク,7
メイクアップ,7
ネイルケア,7
香水,7
スキンケア/基礎化粧品,7
ヘアケア,7
ボディケア,7
オーラルケア,7
リラクゼーション,7
ダイエット,7
その他,7
ファンデーション,7/796
化粧下地,7/796
コントロールカラー,7/796
BBクリーム,7/796
CCクリーム,7/796
コンシーラー,7/796
フェイスパウダー,7/796
トライアルセット/サンプル,7/796
その他,7/796
アイシャドウ,7/797
口紅,7/797
リップグロス,7/797
リップライナー,7/797
チーク,7/797
フェイスカラー,7/797
マスカラ,7/797
アイライナー,7/797
つけまつげ,7/797
アイブロウペンシル,7/797
パウダーアイブロウ,7/797
眉マスカラ,7/797
トライアルセット/サンプル,7/797
メイク道具/化粧小物,7/797
美顔用品/美顔ローラー,7/797
その他,7/797
ネイルカラー,7/798
カラーシェル,7/798
ネイルベースコート/トップコート,7/798
ネイルアート用品,7/798
ネイルパーツ,7/798
ネイルチップ/付け爪,7/798
手入れ用具,7/798
除光液,7/798
その他,7/798
香水（女性用）,7/799
香水（男性用）,7/799
ユニセックス,7/799
ボディミスト,7/799
その他,7/799
化粧水/ローション,7/800
乳液/ミルク,7/800
美容液,7/800
フェイスクリーム,7/800
洗顔料,7/800
クレンジング/メイク落とし,7/800
パック/フェイスマスク,7/800
ジェル/ゲル,7/800
ブースター/導入液,7/800
アイケア,7/800
リップケア,7/800
トライアルセット/サンプル,7/800
洗顔グッズ,7/800
その他,7/800
シャンプー,7/801
トリートメント,7/801
コンディショナー,7/801
リンス,7/801
スタイリング剤,7/801
カラーリング,7/801
ブラシ,7/801
その他,7/801
オイル/クリーム,7/802
ハンドクリーム,7/802
ローション,7/802
日焼け止め/サンオイル,7/802
ボディソープ,7/802
入浴剤,7/802
制汗/デオドラント,7/802
フットケア,7/802
その他,7/802
口臭防止/エチケット用品,7/803
歯ブラシ,7/803
その他,7/803
エッセンシャルオイル,7/804
芳香器,7/804
お香/香炉,7/804
キャンドル,7/804
リラクゼーショングッズ,7/804
その他,7/804
ダイエット食品,7/805
エクササイズ用品,7/805
体重計,7/805
体脂肪計,7/805
その他,7/805
健康用品,7/806
看護/介護用品,7/806
救急/衛生用品,7/806
その他,7/806
スマートフォン/携帯電話,8
スマホアクセサリー,8
PC/タブレット,8
カメラ,8
テレビ/映像機器,8
オーディオ機器,8
美容/健康,8
冷暖房/空調,8
生活家電,8
その他,8
スマートフォン本体,8/895
バッテリー/充電器,8/895
携帯電話本体,8/895
PHS本体,8/895
その他,8/895
Android用ケース,8/896
iPhone用ケース,8/896
カバー,8/896
イヤホンジャック,8/896
ストラップ,8/896
フィルム,8/896
自撮り棒,8/896
その他,8/896
タブレット,8/897
ノートPC,8/897
デスクトップ型PC,8/897
ディスプレイ,8/897
電子ブックリーダー,8/897
PC周辺機器,8/897
PCパーツ,8/897
その他,8/897
デジタルカメラ,8/898
ビデオカメラ,8/898
レンズ（単焦点）,8/898
レンズ（ズーム）,8/898
フィルムカメラ,8/898
防犯カメラ,8/898
その他,8/898
テレビ,8/899
プロジェクター,8/899
ブルーレイレコーダー,8/899
DVDレコーダー,8/899
ブルーレイプレーヤー,8/899
DVDプレーヤー,8/899
映像用ケーブル,8/899
その他,8/899
ポータブルプレーヤー,8/900
イヤフォン,8/900
ヘッドフォン,8/900
アンプ,8/900
スピーカー,8/900
ケーブル/シールド,8/900
ラジオ,8/900
その他,8/900
ヘアドライヤー,8/901
ヘアアイロン,8/901
美容機器,8/901
電気シェーバー,8/901
電動歯ブラシ,8/901
その他,8/901
エアコン,8/902
空気清浄器,8/902
加湿器,8/902
扇風機,8/902
除湿機,8/902
ファンヒーター,8/902
電気ヒーター,8/902
オイルヒーター,8/902
ストーブ,8/902
ホットカーペット,8/902
こたつ,8/902
電気毛布,8/902
その他,8/902
冷蔵庫,8/903
洗濯機,8/903
炊飯器,8/903
電子レンジ/オーブン,8/903
調理機器,8/903
アイロン,8/903
掃除機,8/903
エスプレッソマシン,8/903
コーヒーメーカー,8/903
衣類乾燥機,8/903
その他,8/903
その他,8/904
ゴルフ,9
フィッシング,9
自転車,9
トレーニング/エクササイズ,9
野球,9
サッカー/フットサル,9
テニス,9
スノーボード,9
スキー,9
その他スポーツ,9
アウトドア,9
その他,9
クラブ,9/980
ウエア（男性用）,9/980
ウエア（女性用）,9/980
バッグ,9/980
シューズ（男性用）,9/980
シューズ（女性用）,9/980
アクセサリー,9/980
その他,9/980
ロッド,9/981
リール,9/981
ルアー用品,9/981
ウエア,9/981
釣り糸/ライン,9/981
その他,9/981
自転車本体,9/982
ウエア,9/982
パーツ,9/982
アクセサリー,9/982
バッグ,9/982
工具/メンテナンス,9/982
その他,9/982
ランニング,9/983
ウォーキング,9/983
ヨガ,9/983
トレーニング用品,9/983
その他,9/983
ウエア,9/984
シューズ,9/984
グローブ,9/984
バット,9/984
アクセサリー,9/984
防具,9/984
練習機器,9/984
記念グッズ,9/984
応援グッズ,9/984
その他,9/984
ウエア,9/985
シューズ,9/985
ボール,9/985
アクセサリー,9/985
記念グッズ,9/985
応援グッズ,9/985
その他,9/985
ラケット（硬式用）,9/986
ラケット（軟式用）,9/986
ウエア,9/986
シューズ,9/986
ボール,9/986
アクセサリー,9/986
記念グッズ,9/986
応援グッズ,9/986
その他,9/986
ボード,9/987
バインディング,9/987
ブーツ（男性用）,9/987
ブーツ（女性用）,9/987
ブーツ（子ども用）,9/987
ウエア/装備（男性用）,9/987
ウエア/装備（女性用）,9/987
ウエア/装備（子ども用）,9/987
アクセサリー,9/987
バッグ,9/987
その他,9/987
板,9/988
ブーツ（男性用）,9/988
ブーツ（女性用）,9/988
ブーツ（子ども用）,9/988
ビンディング,9/988
ウエア（男性用）,9/988
ウエア（女性用）,9/988
ウエア（子ども用）,9/988
ストック,9/988
その他,9/988
ダンス/バレエ,9/989
サーフィン,9/989
バスケットボール,9/989
バドミントン,9/989
バレーボール,9/989
スケートボード,9/989
陸上競技,9/989
ラグビー,9/989
アメリカンフットボール,9/989
ボクシング,9/989
ボウリング,9/989
その他,9/989
テント/タープ,9/990
ライト／ランタン,9/990
寝袋/寝具,9/990
テーブル/チェア,9/990
ストーブ/コンロ,9/990
調理器具,9/990
食器,9/990
登山用品,9/990
その他,9/990
旅行用品,9/991
その他,9/991
アクセサリー（女性用）,10
ファッション/小物,10
アクセサリー/時計,10
日用品/インテリア,10
趣味/おもちゃ,10
キッズ/ベビー,10
素材/材料,10
二次創作物,10
その他,10
ピアス,10/1088
イアリング,10/1088
ネックレス,10/1088
ブレスレット,10/1088
リング,10/1088
チャーム,10/1088
ヘアゴム,10/1088
アンクレット,10/1088
その他,10/1088
バッグ（女性用）,10/1089
バッグ（男性用）,10/1089
財布（女性用）,10/1089
財布（男性用）,10/1089
ファッション雑貨,10/1089
その他,10/1089
アクセサリー（男性用）,10/1090
時計（女性用）,10/1090
時計（男性用）,10/1090
その他,10/1090
キッチン用品,10/1091
家具,10/1091
文房具,10/1091
アート/写真,10/1091
アロマ/キャンドル,10/1091
フラワー/ガーデン,10/1091
その他,10/1091
クラフト/布製品,10/1092
おもちゃ/人形,10/1092
その他,10/1092
ファッション雑貨,10/1093
スタイ/よだれかけ,10/1093
外出用品,10/1093
ネームタグ,10/1093
その他,10/1093
各種パーツ,10/1094
生地/糸,10/1094
型紙/パターン,10/1094
その他,10/1094
Ingress,10/1095
クリエイターズ宇宙兄弟,10/1095
音楽,11
スポーツ,11
演劇/芸能,11
イベント,11
映画,11
施設利用券,11
優待券/割引券,11
その他,11
男性アイドル,11/1137
女性アイドル,11/1137
韓流,11/1137
国内アーティスト,11/1137
海外アーティスト,11/1137
音楽フェス,11/1137
声優/アニメ,11/1137
その他,11/1137
サッカー,11/1138
野球,11/1138
テニス,11/1138
格闘技/プロレス,11/1138
相撲/武道,11/1138
ゴルフ,11/1138
バレーボール,11/1138
バスケットボール,11/1138
モータースポーツ,11/1138
ウィンタースポーツ,11/1138
その他,11/1138
ミュージカル,11/1139
演劇,11/1139
伝統芸能,11/1139
落語,11/1139
お笑い,11/1139
オペラ,11/1139
サーカス,11/1139
バレエ,11/1139
その他,11/1139
声優/アニメ,11/1140
キッズ/ファミリー,11/1140
トークショー/講演会,11/1140
その他,11/1140
邦画,11/1141
洋画,11/1141
その他,11/1141
遊園地/テーマパーク,11/1142
美術館/博物館,11/1142
スキー場,11/1142
ゴルフ場,11/1142
フィットネスクラブ,11/1142
プール,11/1142
ボウリング場,11/1142
水族館,11/1142
動物園,11/1142
その他,11/1142
ショッピング,11/1143
レストラン/食事券,11/1143
フード/ドリンク券,11/1143
宿泊券,11/1143
その他,11/1143
自動車本体,12
自動車タイヤ/ホイール,12
自動車パーツ,12
自動車アクセサリー,12
オートバイ車体,12
オートバイパーツ,12
オートバイアクセサリー,12
国内自動車本体,12/1195
海外自動車本体,12/1195
タイヤ/ホイールセット,12/1196
タイヤ,12/1196
ホイール,12/1196
その他,12/1196
サスペンション,12/1197
ブレーキ,12/1197
外装、エアロパーツ,12/1197
ライト,12/1197
内装品、シート,12/1197
ステアリング,12/1197
マフラー・排気系,12/1197
エンジン、過給機、冷却装置,12/1197
クラッチ、ミッション、駆動系,12/1197
電装品,12/1197
補強パーツ,12/1197
汎用パーツ,12/1197
外国自動車用パーツ,12/1197
その他,12/1197
車内アクセサリー,12/1198
カーナビ,12/1198
車外アクセサリー,12/1198
メンテナンス用品,12/1198
チャイルドシート,12/1198
ドライブレコーダー,12/1198
レーダー探知機,12/1198
カタログ/マニュアル,12/1198
セキュリティ,12/1198
ETC,12/1198
その他,12/1198
タイヤ,12/1200
マフラー,12/1200
エンジン、冷却装置,12/1200
カウル、フェンダー、外装,12/1200
サスペンション,12/1200
ホイール,12/1200
シート,12/1200
ブレーキ,12/1200
タンク,12/1200
ライト、ウィンカー,12/1200
チェーン、スプロケット、駆動系,12/1200
メーター,12/1200
電装系,12/1200
ミラー,12/1200
外国オートバイ用パーツ,12/1200
その他,12/1200
ヘルメット/シールド,12/1201
バイクウエア/装備,12/1201
アクセサリー,12/1201
メンテナンス,12/1201
カタログ/マニュアル,12/1201
その他,12/1201
まとめ売り,13
ペット用品,13
食品,13
飲料/酒,13
日用品/生活雑貨/旅行,13
アンティーク/コレクション,13
文房具/事務用品,13
事務/店舗用品,13
その他,13
ペットフード,13/1256
犬用品,13/1256
猫用品,13/1256
魚用品/水草,13/1256
小動物用品,13/1256
